	Agalychnis_lemur	Allobates_talamancae	Atelopus_zeteki	Bolitoglossa_colonnea	Bolitoglossa_schizodactyla	Cochranella_euknemos	Cochranella_granulosa	Colostethus_inguinalis	Colostethus_sp.	Craugastor_azueroensis	Craugastor_bransfordii	Craugastor_crassidigitus	Craugastor_gollmeri	Craugastor_megacephalus	Craugastor_noblei	Craugastor_punctariolus	Craugastor_sp.	Craugastor_tabasarae	Craugastor_talamancae	Dendrobates_auratus	Dendrobates_vicente	Diasporus_diastema	Diasporus_diastema_orange	Diasporus_peep	Diasporus_vocator	Ecnomiohyla_miliaria	Eleutherodactylus_podi-noblei	Eleutherodactylus_spp	Engystomops_pustulosus	Espadarana_prosoblepon	Gastrotheca_cornuta	Hyalinobatrachium_chirripoi	Hyalinobatrachium_colymbiphyllum	Hyalinobatrachium_talamancae	Hyalinobatrachium_vireovittatum	Hyloscirtus_colymba	Hyloscirtus_palmeri	Incilus_coniferus	Leptodactylus_mystacinus	Leptodactylus_pentadactylus	Lithobates_warszewitschii	Nelsonophryne_aterrima	Phyllobates_lugubris	Pristimantis_caryophyllaceus	Pristimantis_cerasinus	Pristimantis_cruentus	Pristimantis_cruentus_masonii	Pristimantis_gaigei	Pristimantis_museosus	Pristimantis_pardalis	Pristimantis_ridens	Ranitomeya_minutus	Rhaebo_haematiticus	Rhinella_marina	Sachatamia_albomaculata	Sachatamia_ilex	Silverstoneia_flotator	Silverstoneia_nubicola	Smilisca_phaeota	Strabomantis_bufoniformis	Teratohyla_spinosa
145	0	0	0	0	0.05	0.05	0	0	0	0	0	0.25	0	0	0.05	0	0	0	0.15	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.05	0	0	0	0	0	0	0	0	0	0
146	0	0	0.555555556	0	0	0	0	0	0.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0
147	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0
148	0	0	0.066666667	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.266666667	0	0	0	0	0	0	0	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
151	0	0	0.058823529	0	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058823529	0	0	0.411764706	0	0	0.176470588	0	0	0.117647059	0	0	0	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0.058823529	0	0	0
152	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
153	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	0	0	0	0	0	0	0	0.166666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0.166666667	0.166666667	0	0	0
156	0.066666667	0	0	0.066666667	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	0.066666667	0.2	0	0	0	0.066666667	0	0	0	0	0	0.066666667	0	0	0	0	0
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0
159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0.071428571	0	0	0.071428571	0.142857143	0	0.071428571	0	0	0.142857143	0.071428571	0	0	0	0	0	0	0	0	0.142857143	0	0	0.142857143	0	0	0	0	0	0.071428571	0	0	0	0	0	0
162	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0	0	0
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.4	0	0	0
164	0.05	0	0	0.016666667	0.066666667	0.016666667	0	0	0	0	0	0.166666667	0.016666667	0	0	0	0	0	0.05	0.016666667	0	0.016666667	0	0	0	0	0	0	0	0	0.016666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066666667	0.116666667	0	0.016666667	0.233333333	0.05	0.083333333	0	0	0	0	0	0	0	0	0	0
165	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.6	0	0	0
166	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	0	0	0.25	0	0.107142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035714286	0	0.107142857	0	0	0.107142857	0.142857143	0	0	0	0	0.035714286	0	0	0	0.107142857	0	0	0.035714286	0	0	0	0	0	0	0.035714286	0	0	0	0	0.035714286
168	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
174	0	0	0	0.019607843	0.137254902	0	0	0	0	0	0	0.274509804	0	0	0	0	0	0	0.137254902	0	0	0.098039216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098039216	0.137254902	0.078431373	0	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0
175	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
177	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0	0.111111111	0.055555556	0	0	0	0	0.111111111	0.111111111	0	0	0	0	0	0	0	0	0.166666667	0	0	0.055555556	0	0	0	0	0	0	0.111111111	0	0	0	0	0
179	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.666666667	0	0	0
181	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.25	0	0	0
185	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	0	0	0	0	0	0	0	0	0	0	0.25	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
187	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
190	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363636364	0	0	0	0	0	0.454545455	0	0	0	0	0	0	0	0	0	0	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0
191	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.166666667	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0.166666667	0	0	0.166666667	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0
217	0	0	0	0	0.176470588	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0	0	0	0	0.352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058823529	0.117647059	0	0	0	0	0	0	0	0	0.058823529	0	0.058823529	0	0.058823529	0
218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0.3	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	0	0	0	0	0.076923077	0	0	0	0	0	0	0.076923077	0	0	0	0	0	0	0.230769231	0	0	0.307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076923077	0	0	0	0	0	0	0	0.076923077	0	0.076923077	0	0	0.076923077	0	0	0	0	0	0	0	0	0	0	0	0
222	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	0	0	0	0	0	0	0	0	0.083333333	0	0	0.083333333	0	0	0	0	0	0	0	0.083333333	0.333333333	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0
226	0	0	0	0	0.114285714	0.028571429	0	0	0	0	0	0.171428571	0	0	0	0	0	0.028571429	0.142857143	0	0	0.028571429	0	0	0.085714286	0	0	0.028571429	0	0	0.028571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0	0	0.125	0.0625	0	0	0	0	0	0	0.0625	0	0.0625	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0
229	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0	0.166666667	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333333	0	0	0	0	0	0	0	0	0
231	0.0625	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0
233	0	0	0	0	0.037037037	0	0	0	0	0	0	0.222222222	0.037037037	0	0	0	0	0	0.111111111	0	0	0.074074074	0	0	0.074074074	0	0	0	0	0.037037037	0.037037037	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037	0	0.259259259	0	0	0.074074074	0	0	0	0	0	0	0	0	0	0	0	0
234	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0.166666667	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	0	0	0	0.04	0.12	0	0	0	0	0	0	0.16	0.04	0	0	0	0	0	0.2	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0
1b	0	0.058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117647059	0	0	0	0	0	0.117647059	0	0	0	0	0	0.058823529	0	0	0	0	0	0	0	0	0	0.058823529	0	0	0	0	0	0.117647059	0.058823529	0	0	0	0.294117647	0	0	0	0.058823529	0	0	0	0	0.058823529	0	0
2b	0	0	0	0	0	0.028571429	0	0	0	0	0	0	0	0	0	0	0.028571429	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371428571	0.142857143	0.2	0.028571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4b	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0.025641026	0	0	0	0.205128205	0	0.076923077	0	0	0	0.076923077	0.205128205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846154	0.205128205	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0
7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.166666667	0	0	0	0	0	0.166666667	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571428571	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
